epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,351.043,0.52236,0.38183,0.94491,0.82566,0.69762,0.77854,0.50346,1.40205,1.21999,1.49432,0.00017823,0.00017823,0.00017823
43,359.483,0.5275,0.37871,0.94232,0.80007,0.72662,0.77269,0.51012,1.39723,1.31213,1.47353,0.00017526,0.00017526,0.00017526
44,367.906,0.5281,0.38231,0.94716,0.83281,0.69454,0.781,0.51151,1.39057,1.30416,1.4641,0.00017229,0.00017229,0.00017229
45,376.336,0.50697,0.36611,0.93787,0.84961,0.69229,0.7764,0.51341,1.35915,1.25281,1.44347,0.00016932,0.00016932,0.00016932
46,384.902,0.52522,0.36779,0.94825,0.75902,0.7427,0.77379,0.51511,1.3278,1.2689,1.43454,0.00016635,0.00016635,0.00016635
47,393.485,0.48987,0.35968,0.92718,0.76358,0.73473,0.75811,0.51047,1.34423,1.31043,1.44018,0.00016338,0.00016338,0.00016338
48,401.913,0.48628,0.36194,0.93325,0.8101,0.71141,0.75697,0.50361,1.38604,1.28569,1.4777,0.00016041,0.00016041,0.00016041
49,410.37,0.49246,0.35982,0.93048,0.82177,0.66798,0.74651,0.503,1.35761,1.36944,1.44361,0.00015744,0.00015744,0.00015744
50,418.839,0.47484,0.34339,0.92324,0.84912,0.65837,0.74233,0.487,1.40522,1.42327,1.46763,0.00015447,0.00015447,0.00015447
51,427.233,0.47099,0.33649,0.91648,0.82981,0.6864,0.75403,0.50984,1.378,1.44045,1.45225,0.0001515,0.0001515,0.0001515
52,435.576,0.48461,0.35492,0.92717,0.83267,0.68496,0.755,0.50768,1.36718,1.37565,1.45726,0.00014853,0.00014853,0.00014853
53,443.928,0.47472,0.34146,0.92399,0.79672,0.71917,0.76741,0.50597,1.38208,1.30529,1.45956,0.00014556,0.00014556,0.00014556
54,452.295,0.46358,0.32878,0.91553,0.82683,0.6992,0.77548,0.5195,1.35726,1.31823,1.43768,0.00014259,0.00014259,0.00014259
55,460.815,0.46401,0.34093,0.92415,0.82505,0.68127,0.77139,0.51903,1.34267,1.37326,1.41091,0.00013962,0.00013962,0.00013962
56,469.256,0.45749,0.34196,0.91325,0.7971,0.6939,0.76644,0.51154,1.35698,1.35873,1.42739,0.00013665,0.00013665,0.00013665
57,477.916,0.44269,0.32762,0.90469,0.78333,0.71734,0.76594,0.50083,1.36632,1.29123,1.47513,0.00013368,0.00013368,0.00013368
58,486.269,0.45465,0.33735,0.92565,0.82198,0.70179,0.77598,0.51925,1.33937,1.28677,1.43974,0.00013071,0.00013071,0.00013071
59,494.625,0.44034,0.32581,0.90628,0.83281,0.69204,0.77238,0.51695,1.3455,1.22429,1.45951,0.00012774,0.00012774,0.00012774
60,502.985,0.44711,0.32964,0.91567,0.83844,0.70663,0.79998,0.52285,1.36597,1.22879,1.46578,0.00012477,0.00012477,0.00012477
61,511.336,0.43348,0.31786,0.90186,0.79931,0.71886,0.78508,0.53356,1.32991,1.29943,1.43314,0.0001218,0.0001218,0.0001218
62,519.695,0.44086,0.3222,0.90485,0.81622,0.6994,0.77034,0.50738,1.35315,1.42857,1.43366,0.00011883,0.00011883,0.00011883
63,528.027,0.44028,0.33214,0.91641,0.82325,0.69846,0.77409,0.50846,1.34131,1.40563,1.43907,0.00011586,0.00011586,0.00011586
64,536.329,0.40875,0.2975,0.89872,0.80066,0.71607,0.77834,0.51503,1.35431,1.39433,1.45397,0.00011289,0.00011289,0.00011289
65,544.656,0.43004,0.31174,0.90456,0.80099,0.69208,0.7717,0.51579,1.36913,1.43009,1.45587,0.00010992,0.00010992,0.00010992
66,552.969,0.40315,0.29976,0.89981,0.81793,0.68177,0.76386,0.50608,1.40721,1.41769,1.46776,0.00010695,0.00010695,0.00010695
67,561.284,0.40315,0.29567,0.89172,0.82846,0.68244,0.76098,0.51386,1.34553,1.41184,1.4341,0.00010398,0.00010398,0.00010398
68,569.592,0.42327,0.30953,0.90763,0.81545,0.69728,0.7697,0.51253,1.34099,1.42245,1.43617,0.00010101,0.00010101,0.00010101
69,577.9,0.39318,0.28942,0.89945,0.81612,0.69509,0.77086,0.51595,1.33674,1.40016,1.43623,9.804e-05,9.804e-05,9.804e-05
70,586.259,0.38627,0.2843,0.88667,0.8295,0.6711,0.78286,0.52699,1.33511,1.37893,1.44301,9.507e-05,9.507e-05,9.507e-05
71,594.619,0.38084,0.287,0.88044,0.80073,0.7048,0.78769,0.54139,1.33191,1.41646,1.43477,9.21e-05,9.21e-05,9.21e-05
72,602.952,0.3871,0.28125,0.89035,0.78922,0.70733,0.77596,0.53499,1.34254,1.46874,1.43907,8.913e-05,8.913e-05,8.913e-05
73,611.261,0.40598,0.29367,0.90041,0.78117,0.70745,0.77829,0.53178,1.30555,1.48171,1.40428,8.616e-05,8.616e-05,8.616e-05
74,619.566,0.37466,0.27747,0.88168,0.78583,0.72366,0.77878,0.53371,1.31109,1.37314,1.42031,8.319e-05,8.319e-05,8.319e-05
75,627.893,0.3872,0.28298,0.88992,0.8283,0.68931,0.77252,0.53142,1.29604,1.39382,1.41024,8.022e-05,8.022e-05,8.022e-05
76,636.448,0.35826,0.27121,0.87822,0.83397,0.689,0.77047,0.52984,1.29639,1.41477,1.41893,7.725e-05,7.725e-05,7.725e-05
77,645.479,0.36768,0.27257,0.88176,0.84172,0.68905,0.7749,0.53287,1.29579,1.35189,1.42131,7.428e-05,7.428e-05,7.428e-05
78,654.159,0.36865,0.27424,0.87882,0.84474,0.7037,0.79295,0.54529,1.31368,1.30493,1.42992,7.131e-05,7.131e-05,7.131e-05
79,662.723,0.35725,0.27035,0.87749,0.80802,0.71866,0.78817,0.53753,1.31407,1.31008,1.43661,6.834e-05,6.834e-05,6.834e-05
80,671.222,0.36763,0.27372,0.88395,0.84679,0.70143,0.79077,0.54102,1.30773,1.32276,1.4257,6.537e-05,6.537e-05,6.537e-05
81,679.791,0.36182,0.2689,0.88007,0.86161,0.68483,0.78713,0.53826,1.30848,1.38025,1.42052,6.24e-05,6.24e-05,6.24e-05
