epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,1333.23,0.4816,0.31532,0.91152,0.88091,0.71322,0.79395,0.58332,1.17909,1.09318,1.32761,0.00079705,0.00079705,0.00079705
43,1367.69,0.45927,0.30353,0.90626,0.89139,0.76903,0.84555,0.60327,1.24837,1.0182,1.36324,0.0007921,0.0007921,0.0007921
44,1401.85,0.46638,0.30723,0.90501,0.90001,0.74142,0.83748,0.62566,1.18228,1.08699,1.3256,0.00078715,0.00078715,0.00078715
45,1436.22,0.45897,0.30239,0.90162,0.90055,0.7058,0.79585,0.58138,1.22609,1.12579,1.33303,0.0007822,0.0007822,0.0007822
46,1470.46,0.46049,0.30295,0.90447,0.8615,0.73816,0.82438,0.58825,1.2581,1.0848,1.36866,0.00077725,0.00077725,0.00077725
47,1504.79,0.45861,0.30403,0.90043,0.88816,0.74275,0.82833,0.60369,1.23576,1.07801,1.37166,0.0007723,0.0007723,0.0007723
48,1539.26,0.4609,0.30156,0.90434,0.87375,0.73262,0.81594,0.60465,1.20425,1.23815,1.34434,0.00076735,0.00076735,0.00076735
49,1573.69,0.44208,0.29308,0.89541,0.86714,0.76371,0.83745,0.62094,1.18225,1.03234,1.34952,0.0007624,0.0007624,0.0007624
50,1608.47,0.45263,0.29771,0.90019,0.8785,0.74794,0.8272,0.61515,1.21414,1.12829,1.36234,0.00075745,0.00075745,0.00075745
51,1642.98,0.42579,0.28433,0.88924,0.88348,0.75002,0.84053,0.61297,1.22897,1.09072,1.37921,0.0007525,0.0007525,0.0007525
52,1677.44,0.42241,0.28085,0.88946,0.88782,0.76096,0.83666,0.61367,1.20834,1.07843,1.36581,0.00074755,0.00074755,0.00074755
53,1711.79,0.40958,0.27345,0.88594,0.8886,0.73722,0.82507,0.62052,1.1769,1.14785,1.3265,0.0007426,0.0007426,0.0007426
54,1745.87,0.42213,0.27527,0.88427,0.87883,0.72873,0.81707,0.62157,1.15755,1.26388,1.32147,0.00073765,0.00073765,0.00073765
55,1780.1,0.4138,0.27398,0.8842,0.86717,0.75482,0.8459,0.61142,1.2605,1.06604,1.3973,0.0007327,0.0007327,0.0007327
56,1814.34,0.40231,0.2705,0.88098,0.8472,0.74842,0.82561,0.61654,1.20195,1.17409,1.34171,0.00072775,0.00072775,0.00072775
57,1848.51,0.41233,0.27426,0.88197,0.87387,0.72116,0.82284,0.62112,1.17498,1.16135,1.32322,0.0007228,0.0007228,0.0007228
58,1883,0.4116,0.27483,0.88255,0.85588,0.74503,0.82367,0.60059,1.24402,1.17796,1.36205,0.00071785,0.00071785,0.00071785
59,1917.48,0.40612,0.2704,0.87941,0.86994,0.74427,0.84442,0.63937,1.18491,1.08301,1.34112,0.0007129,0.0007129,0.0007129
60,1952.05,0.39596,0.26419,0.87849,0.86194,0.73178,0.82064,0.61779,1.16196,1.15214,1.32971,0.00070795,0.00070795,0.00070795
61,1986.56,0.40206,0.26836,0.87727,0.87282,0.72539,0.82365,0.6219,1.19217,1.14861,1.36092,0.000703,0.000703,0.000703
62,2020.94,0.39568,0.26351,0.87895,0.85622,0.75757,0.84147,0.63606,1.1814,1.12203,1.33254,0.00069805,0.00069805,0.00069805
63,2055.23,0.38524,0.25919,0.87611,0.87351,0.74615,0.83731,0.63454,1.1774,1.13124,1.34156,0.0006931,0.0006931,0.0006931
64,2089.33,0.38466,0.25874,0.87587,0.86019,0.75905,0.83578,0.62565,1.16307,1.03835,1.34311,0.00068815,0.00068815,0.00068815
65,2123.52,0.37654,0.25452,0.87428,0.8958,0.73147,0.8322,0.63123,1.13026,1.09652,1.29634,0.0006832,0.0006832,0.0006832
66,2157.6,0.36791,0.25039,0.8651,0.85989,0.73766,0.83951,0.6304,1.19455,1.14949,1.32509,0.00067825,0.00067825,0.00067825
67,2191.69,0.37894,0.25106,0.8726,0.88493,0.73381,0.82871,0.61179,1.1714,1.12618,1.34322,0.0006733,0.0006733,0.0006733
68,2225.77,0.37039,0.25114,0.86887,0.86074,0.76159,0.8468,0.64443,1.13482,1.1047,1.30461,0.00066835,0.00066835,0.00066835
69,2260.54,0.38165,0.25695,0.87172,0.88233,0.74171,0.83357,0.6228,1.18125,1.22634,1.31479,0.0006634,0.0006634,0.0006634
70,2294.82,0.37887,0.25124,0.86858,0.84311,0.75567,0.84061,0.64823,1.0996,1.16639,1.29849,0.00065845,0.00065845,0.00065845
71,2329.07,0.3699,0.24561,0.86554,0.87158,0.75086,0.82813,0.62869,1.13128,1.17594,1.31729,0.0006535,0.0006535,0.0006535
72,2363.32,0.35501,0.23843,0.86233,0.87278,0.75899,0.8296,0.62743,1.13625,1.05415,1.33229,0.00064855,0.00064855,0.00064855
73,2397.8,0.37109,0.24653,0.86374,0.86822,0.76449,0.83683,0.63652,1.10938,1.04835,1.3115,0.0006436,0.0006436,0.0006436
74,2432.49,0.35445,0.23845,0.86035,0.87701,0.77253,0.8549,0.65027,1.12953,1.0955,1.31988,0.00063865,0.00063865,0.00063865
75,2467.1,0.3486,0.23823,0.85829,0.85805,0.76355,0.83673,0.6264,1.17636,1.18584,1.33879,0.0006337,0.0006337,0.0006337
76,2501.25,0.35551,0.23849,0.86392,0.85791,0.76548,0.84411,0.63431,1.15877,1.06505,1.33737,0.00062875,0.00062875,0.00062875
77,2535.43,0.36066,0.23858,0.86526,0.8735,0.74842,0.84406,0.64685,1.15762,1.17516,1.3491,0.0006238,0.0006238,0.0006238
78,2569.62,0.36573,0.24438,0.86729,0.8736,0.76158,0.85057,0.64025,1.15672,1.09707,1.33394,0.00061885,0.00061885,0.00061885
79,2603.84,0.35278,0.23663,0.86338,0.86795,0.74893,0.83564,0.63607,1.14712,1.1713,1.31942,0.0006139,0.0006139,0.0006139
80,2638.17,0.35507,0.23811,0.86469,0.87728,0.75972,0.84842,0.64336,1.18204,1.1614,1.33817,0.00060895,0.00060895,0.00060895
81,2672.56,0.35526,0.23933,0.85934,0.87101,0.75159,0.84375,0.63824,1.17855,1.11657,1.36091,0.000604,0.000604,0.000604
82,2706.99,0.34987,0.23589,0.8599,0.86313,0.76505,0.85391,0.64854,1.14623,1.12499,1.33224,0.00059905,0.00059905,0.00059905
83,2741.44,0.34762,0.23601,0.85655,0.86605,0.76626,0.84479,0.63633,1.16105,1.1134,1.32835,0.0005941,0.0005941,0.0005941
84,2775.88,0.34132,0.22951,0.85575,0.87273,0.75177,0.84619,0.64171,1.14066,1.15673,1.31436,0.00058915,0.00058915,0.00058915
85,2810.21,0.33635,0.22949,0.85438,0.86937,0.76382,0.85317,0.65084,1.12897,1.10571,1.31437,0.0005842,0.0005842,0.0005842
86,2844.63,0.34358,0.22913,0.85595,0.86344,0.76331,0.8408,0.62773,1.1947,1.10165,1.38334,0.00057925,0.00057925,0.00057925
87,2879.18,0.32553,0.22188,0.84858,0.8703,0.77247,0.85956,0.661,1.14477,1.11826,1.33416,0.0005743,0.0005743,0.0005743
88,2914.2,0.33648,0.22833,0.85056,0.88462,0.76523,0.86201,0.66961,1.09261,1.02825,1.31574,0.00056935,0.00056935,0.00056935
89,2948.69,0.32992,0.22554,0.85052,0.8749,0.77342,0.85121,0.65152,1.12372,1.01242,1.33027,0.0005644,0.0005644,0.0005644
90,2983.24,0.3258,0.22505,0.85325,0.85669,0.74667,0.83966,0.64272,1.14901,1.17493,1.33372,0.00055945,0.00055945,0.00055945
91,3017.78,0.32479,0.22312,0.85464,0.85688,0.74326,0.82614,0.64056,1.12984,1.17355,1.32944,0.0005545,0.0005545,0.0005545
92,3052.23,0.31544,0.22051,0.85199,0.85476,0.7604,0.82643,0.628,1.15271,1.09254,1.35197,0.00054955,0.00054955,0.00054955
93,3086.61,0.32886,0.22194,0.85135,0.8579,0.73169,0.82543,0.64538,1.11456,1.26976,1.30508,0.0005446,0.0005446,0.0005446
94,3121.13,0.32607,0.22307,0.85447,0.8681,0.75308,0.83842,0.64527,1.14429,1.09976,1.32739,0.00053965,0.00053965,0.00053965
95,3155.47,0.32523,0.22077,0.84901,0.87819,0.74138,0.83084,0.63167,1.15979,1.1484,1.32477,0.0005347,0.0005347,0.0005347
96,3189.78,0.33408,0.22585,0.85458,0.86011,0.75342,0.83663,0.6405,1.14773,1.12808,1.33101,0.00052975,0.00052975,0.00052975
97,3224.01,0.31144,0.21144,0.85111,0.85155,0.76341,0.83463,0.63262,1.15974,1.05303,1.35177,0.0005248,0.0005248,0.0005248
98,3258.44,0.3132,0.21203,0.84895,0.85604,0.75699,0.83654,0.644,1.14384,1.13922,1.33607,0.00051985,0.00051985,0.00051985
99,3292.74,0.31436,0.21478,0.84704,0.86673,0.77352,0.85548,0.66157,1.13486,1.05956,1.33707,0.0005149,0.0005149,0.0005149
100,3327.25,0.31216,0.21345,0.84936,0.8749,0.77095,0.84685,0.65151,1.13653,1.08113,1.33817,0.00050995,0.00050995,0.00050995
101,3361.72,0.31696,0.21538,0.8485,0.84927,0.77534,0.85291,0.65642,1.13578,1.08088,1.32502,0.000505,0.000505,0.000505
102,3396.42,0.30446,0.20945,0.84675,0.86162,0.74048,0.83679,0.6393,1.17475,1.2095,1.34422,0.00050005,0.00050005,0.00050005
103,3430.82,0.31268,0.21215,0.84829,0.86016,0.74903,0.84152,0.64694,1.14482,1.12335,1.33741,0.0004951,0.0004951,0.0004951
104,3465.26,0.3032,0.20741,0.84715,0.84674,0.76253,0.84439,0.64585,1.14594,1.10212,1.34543,0.00049015,0.00049015,0.00049015
105,3499.69,0.30619,0.20912,0.84505,0.86782,0.74019,0.83832,0.6469,1.13723,1.16524,1.33953,0.0004852,0.0004852,0.0004852
106,3534.27,0.30911,0.21247,0.84734,0.86989,0.73905,0.83529,0.65628,1.11101,1.20415,1.3074,0.00048025,0.00048025,0.00048025
